       1   35.100553     1.150737    -0.174301     0.637000 
       2   34.677495     1.082930    -0.085438     0.645399 
       3   36.145620     1.123469    -0.141834     0.980503 
       4   35.401325     1.275703    -0.409260     0.814290 
       5   34.433941     1.318785    -0.321165     0.750545 
       6   36.138879     1.316371    -0.144104     0.536403 
       7   34.959432     1.270079    -0.487226     0.196112 
       8   36.269028     1.287796    -0.315622     0.628488 
       9   34.777266     1.240148    -0.442804     0.843967 
      10   37.337481     1.330704    -0.280928     0.152362 
      11   38.284961     1.358244    -0.488654     0.527472 
      12   36.844097     1.096150    -0.549924     0.464464 
      13   35.726925     1.379608    -0.443740     0.623508 
      14   37.015003     1.426430    -0.352178     0.815776 
      15   35.335630     1.362281    -0.308188     0.357333 
      16   35.300751     1.358683    -0.529918     0.063118 
      17   35.863211     1.401192    -0.611839     0.475598 
      18   35.213247     1.367127    -0.196516     0.389940 
      19   36.510208     1.468441    -0.446916     0.305844 
      20   37.296947     1.353438    -0.761195     0.696904 
      21   39.213312     1.370327    -0.397899     0.600003 
      22   39.962437     1.444422    -0.315666     0.378942 
      23   39.426655     1.523222     0.010722     0.691822 
      24   37.561819     1.575720    -0.300956     0.769185 
      25   37.728487     1.225365    -0.337934     0.715812 
      26   39.125467     1.462004    -0.330687     0.746260 
      27   38.388147     1.519217    -0.344727     0.763053 
      28   40.472871     1.420223    -0.331228     0.401197 
      29   40.224711     1.538225    -0.162369     0.800905 
      30   40.661317     1.378183    -0.414293     0.695040 
      31   40.649805     1.488605    -0.305343     0.090923 
      32   39.420924     1.414435    -0.281488     0.826066 
      33   42.514533     1.431736    -0.517674     1.350853 
      34   40.680585     1.511529    -0.206925     0.669082 
      35   42.505943     1.408687    -0.180314     0.956734 
      36   40.783684     1.443018    -0.237078     0.714804 
      37   39.904980     1.528864    -0.426073     0.589918 
      38   40.398928     1.478684    -0.520484     1.268782 
      39   39.871254     1.508626    -0.496698     0.227010 
      40   40.585755     1.484607    -0.654518     0.808415 
      41   40.670766     1.598802    -0.666206     0.693152 
      42   42.252662     1.553871    -0.267600     0.609356 
      43   41.682904     1.595970    -0.204171     0.482817 
      44   40.821486     1.448528    -0.350304     0.263766 
      45   41.997033     1.547815    -0.151907     0.126751 
      46   43.882795     1.620989    -0.374074     0.514534 
      47   41.996655     1.549847    -0.317383     0.489492 
      48   42.818333     1.620312    -0.164225     0.644313 
      49   39.744583     1.520558    -0.113573     0.003704 
      50   41.046198     1.538560    -0.053238     0.184644 
      51   40.800490     1.769494    -0.054120     0.165197 
      52   39.800805     1.501800    -0.039799    -0.118704 
      53   37.498066     1.561737     0.048039     0.604335 
      54   38.203935     1.389414    -0.014940     0.637285 
      55   40.714646     1.609979    -0.427407     0.444287 
      56   39.743132     1.549767    -0.361174     0.728723 
      57   38.920115     1.499434    -0.380705     0.838672 
      58   39.690435     1.458887    -0.535345     0.759332 
      59   38.910367     1.511967    -0.432388     0.817174 
      60   37.838762     1.624450    -0.460678     0.610412 
      61   41.242459     1.445530    -0.684927     0.528864 
      62   40.122746     1.643257    -0.592513     0.813033 
      63   40.496866     1.461357    -0.224755     0.885815 
      64   40.375161     1.537655    -0.414446     0.599557 
      65   41.202368     1.396424    -0.212400     0.828460 
      66   39.841482     1.312488    -0.439339     0.685830 
      67   40.282321     1.533266    -0.491548     0.533987 
      68   39.881141     1.643166    -0.382690     0.674813 
      69   42.043597     1.465416    -0.267667     0.278459 
      70   40.098338     1.598761    -0.591754     0.404233 
      71   40.078865     1.598833    -0.654834     0.403786 
      72   40.092285     1.460150    -0.446690     0.406380 
      73   38.964826     1.462182    -0.393863     0.775210 
      74   38.758570     1.535110    -0.466279     0.886880 
      75   38.526189     1.639496    -0.278017     0.206184 
      76   38.551194     1.673721    -0.426406     0.432273 
      77   39.246370     1.610345    -0.181134     0.320255 
      78   39.909802     1.486854    -0.410945     0.540252 
      79   40.653572     1.519161    -0.138771     0.555879 
      80   40.564823     1.511675    -0.232785     0.727639 
      81   38.696171     1.366563    -0.277023     0.759949 
      82   39.203210     1.280566    -0.131827     0.787873 
      83   40.598835     1.573393    -0.256275     0.814112 
      84   39.620997     1.419340     0.019544     0.595769 
      85   40.136482     1.379098    -0.176938     0.340973 
      86   39.897323     1.499227     0.051873     0.457124 
      87   41.080367     1.332605    -0.192243     0.793935 
      88   38.943398     1.394381    -0.014448     0.878425 
      89   39.554700     1.390778    -0.016502     0.456036 
      90   40.337803     1.364929    -0.013891     1.076152 
