       1  1617.557770 
       2     0.993084 
       3     0.978398 
       4     0.947957 
       5     0.924602 
       6     0.878334 
       7     0.866660 
       8     0.838557 
       9     0.800197 
      10     0.767686 
      11     0.744142 
      12     0.710236 
      13     0.665506 
      14     0.650441 
      15     0.606427 
      16     0.550194 
      17     0.540630 
      18     0.492839 
      19     0.460320 
      20     0.424823 
      21     0.392711 
      22     0.346704 
      23     0.340160 
      24     0.323909 
      25     0.312097 
      26     0.279353 
      27     0.257316 
      28     0.231622 
      29     0.198664 
      30     0.177538 
      31     0.167071 
      32     0.153796 
      33     0.145713 
      34     0.120983 
      35     0.107297 
      36     0.100200 
      37     0.082586 
      38     0.061393 
      39     0.045211 
      40     0.026561 
      41     0.017127 
      42     0.009680 
