       1   -0.651372     0.611051    -0.163487 
       2   -1.445239     1.434448    -0.793062 
       3   -0.561142     0.513687    -1.120647 
       4   -0.815379     0.533704    -1.223312 
       5   -0.566473     0.670409    -0.906952 
       6   -0.093611     1.033676    -0.237363 
       7    0.162842     1.095293    -0.111064 
       8   -0.497390     0.772531    -0.629005 
       9   -0.741800    -0.056747    -1.209973 
      10   -0.629823     0.532789    -0.805298 
      11   -0.205572     0.253177    -0.727243 
      12   -0.422755     0.003267    -0.771241 
      13   -1.354983     1.056515    -0.677720 
      14    0.182957    -2.459431    -2.965242 
      15   -0.234322     0.883706    -0.957163 
      16   -0.645788     0.039912     0.483228 
      17   -0.414039     0.413336     0.291377 
      18   -0.430381     1.022368    -0.695912 
      19   -0.471588     0.687131    -0.836734 
      20   -0.354529    -0.161054    -1.047794 
      21   -0.069087     0.626895    -1.212372 
      22   -0.865003     0.493279    -0.228574 
      23   -1.404142     0.918024    -0.532765 
      24   -0.909567     1.219075    -0.874361 
      25   -0.735585     0.757843    -1.392530 
      26   -1.460708     0.742058    -0.609798 
      27   -1.181543     0.641858    -0.741497 
      28   -0.822492     1.149432    -0.606696 
      29   -0.891926     1.592336    -1.288943 
      30   -0.449724     1.339580    -1.185342 
      31   -0.467280     1.647774     1.833180 
      32   -0.936533     1.077179    -1.261217 
      33   -0.484150     0.472694    -1.792139 
      34   -0.870090     0.756702    -0.960927 
      35   -0.397693     1.142152    -1.182269 
      36   -1.245140     0.808596    -1.274320 
      37   -1.301902     0.739317     2.020644 
      38   -0.958834     0.710249    -1.538932 
      39   -1.031811     0.727984     2.340295 
      40   -0.861839     0.454502    -0.711227 
      41   -1.341317     0.734240    -0.631382 
      42   -1.590384     0.631428    -0.773591 
      43   -1.415525     0.847109    -0.721366 
      44   -0.354467     0.456356    -0.452862 
      45   -0.990259     0.626531    -0.544292 
      46   -0.010234    -2.748881    -1.822965 
      47   -0.846698     0.482902    -0.594981 
      48    0.469402    -1.684599    -3.054094 
      49   -0.641864     1.510792     2.522410 
      50   -1.084765     1.982025    -0.381362 
      51   -0.939808     2.156992     2.404869 
      52   -0.630602     1.946296     2.184614 
      53   -0.983531     2.171387    -1.138481 
      54   -0.904774     1.977555    -1.174919 
      55   -1.158048     1.524334    -0.516543 
      56   -1.387696     1.688721    -1.146974 
      57   -1.108179     1.758046    -1.235183 
      58   -1.070907     1.289093    -1.252522 
      59   -1.046465     1.906373    -1.451491 
      60   -1.086675     1.245668     1.584262 
      61   -0.784746     1.631842     1.887447 
      62   -1.286253     1.556820    -1.199400 
      63   -1.102873     1.392059    -1.347799 
      64   -0.799370     1.797389    -0.989195 
      65   -1.508422     1.471420    -1.418458 
      66   -0.654621     1.464948    -1.109636 
      67   -0.899545     0.909782    -1.188155 
      68   -1.278113     1.124017    -0.967323 
      69   -0.463885     1.354870    -0.970971 
      70   -0.714548     1.314894    -1.037544 
      71   -0.672805     0.834374    -0.824187 
      72   -1.262612     1.712757    -0.144828 
      73   -0.129227     1.598619    -1.947817 
      74   -0.443035     1.534908    -1.746901 
      75   -0.824606     1.654829    -0.953366 
      76   -0.293458    -1.656050    -2.723170 
      77   -0.522626     1.656305    -1.077771 
      78   -0.376766     1.552183    -1.440002 
      79   -1.077866     1.933635    -1.079931 
      80   -1.439889     1.933645    -1.269532 
      81   -1.105090     1.661528    -1.282344 
      82   -1.031929     1.041618    -1.243608 
      83   -1.637606     1.121921    -1.188498 
      84   -0.923249     2.082571    -1.340847 
      85   -0.930370     1.890805    -0.875260 
      86   -1.548533     2.158356    -1.049330 
      87   -0.457560     1.682719    -1.334516 
      88   -1.334858     1.415970    -1.244258 
      89   -1.314072     2.100197    -1.024854 
      90   -1.355030     1.750531    -1.545567 
      91   -1.280553     1.962438    -1.082493 
      92   -1.101949     1.865670    -1.384560 
      93   -0.991975     1.575520    -1.279770 
      94   -1.409961     2.002026    -1.547051 
      95   -0.709061     1.141915    -1.818456 
      96   -1.244122     1.413317    -1.325565 
      97   -0.293925    -1.210819    -3.113976 
      98   -1.178930     1.620257    -1.000011 
      99   -1.057376     2.049294    -1.514674 
     100   -1.636685     1.547013    -0.828718 
     101   -0.887079     1.194188    -1.411466 
     102   -0.800035     1.809777    -1.232159 
     103   -1.435919     1.898642    -1.063610 
     104   -1.465970    -0.158386    -0.700441 
     105   -1.443502     1.606343    -1.372209 
     106   -0.890331     1.548460     1.829994 
     107   -1.161671     1.394080    -1.004481 
     108   -1.038803     1.837346    -1.400775 
     109   -1.757356     1.743414    -1.094679 
     110   -1.324908     1.674929    -1.854643 
     111   -1.356695     1.069115    -1.462339 
     112   -0.829512     1.613534    -1.726720 
     113   -1.690656     1.156614    -1.008706 
     114   -0.661787     2.144510    -1.714485 
     115   -1.472196     2.058814    -1.134000 
     116   -1.124252     1.770154    -1.178624 
     117   -1.247368     2.258226    -1.298732 
     118   -1.118189     2.333563    -1.544464 
     119   -1.859489    -0.114944    -0.270747 
     120   -0.684354     2.302460    -2.280610 
     121   -0.211760     1.618744    -2.130859 
     122   -0.960732     1.087442    -1.560657 
     123   -1.360046     1.644483    -1.445577 
     124   -1.909334     2.404589    -1.021853 
     125   -1.003653     1.028850    -1.594438 
     126   -0.986750     1.489851    -1.261276 
     127   -0.496233     1.583494    -1.187901 
     128   -0.519688     1.741500    -1.070914 
     129   -0.255858     1.634825    -2.038552 
     130   -0.655435     1.345819    -1.282426 
     131   -0.786144     1.657999    -1.371072 
     132   -0.841134     1.557155    -1.400297 
     133   -0.678283     1.131223    -1.411534 
     134   -0.422151     1.659607    -2.043362 
     135   -0.280562     1.882545    -1.529292 
     136   -0.114787     1.795050    -1.783700 
     137   -0.808504     1.624176     1.451347 
     138   -0.581314     1.708750    -1.352449 
     139   -0.982178     0.924063    -1.040487 
     140   -1.351978     2.073564    -1.647375 
     141   -1.472018     1.630593    -1.476458 
     142   -1.852605     1.758285    -0.905838 
     143   -0.878919     2.247752    -1.339689 
     144   -1.137334     1.906874    -1.505945 
     145   -1.776985     1.106883    -1.093629 
     146   -1.131369     1.906244    -1.136565 
     147   -0.876215     1.896084    -1.573638 
     148   -1.017369     2.172597    -1.267955 
     149   -1.236365     1.710567    -0.944284 
     150   -1.164877     2.033277    -1.009222 
     151   -1.468026     1.857027    -1.402964 
     152   -1.175043     2.076710    -1.523330 
     153   -0.911878     1.713804    -1.180586 
     154   -0.746208     2.111571    -1.145388 
     155   -1.064145     1.977806    -1.013688 
     156   -0.980328     1.913810    -1.461859 
     157   -1.103328     1.825246    -1.078652 
     158   -1.223789     2.008358    -1.288588 
     159   -1.429152     1.169732    -1.369788 
     160   -1.037974     2.081042    -1.229987 
     161   -0.687545     2.394332     1.795374 
     162   -1.438689     1.764227    -1.131356 
     163   -1.560657     1.158782    -1.748132 
     164   -1.000743     1.508271    -1.386514 
     165   -1.371717     2.537109    -1.619580 
     166   -1.093817     1.947737    -1.233767 
     167   -0.406518     1.557307    -1.308912 
     168   -0.686415     1.751102    -1.752785 
     169   -0.339444     1.831629     2.201003 
     170   -0.437756     1.138163    -1.275374 
     171   -0.211616     2.113741    -1.295611 
     172   -0.390962     1.722506     1.868614 
     173    0.107287     1.907553     1.570573 
     174   -0.553349     1.719125    -1.499360 
     175   -0.818799     1.746283    -1.398475 
     176   -0.800105     1.897112    -1.407058 
     177   -0.844288     2.033581    -1.264244 
     178   -0.735056     2.268290    -1.445525 
     179   -0.627841     2.246036    -1.512490 
     180   -0.949269     2.483571    -1.239710 
     181   -0.797711     2.206658    -1.405469 
     182   -1.195310     1.115426    -1.098077 
     183   -0.781168     1.532470    -1.934887 
     184   -1.091999     1.826221    -1.528548 
     185   -1.098261     2.180415    -1.313819 
     186   -1.657667     1.301078    -1.077020 
     187   -1.154454     2.118498    -0.770793 
     188   -1.043981     1.221150    -1.897150 
     189   -1.360298     1.503902    -0.666497 
     190   -1.139000     2.030994    -1.313409 
     191   -0.814044     1.871069    -1.120532 
     192   -1.152833     1.733865    -0.857988 
     193   -1.602389     1.651113    -1.018533 
     194   -1.577996     1.972938    -1.022585 
     195   -1.323700     1.519554    -0.849538 
     196   -0.913889     1.797900    -1.487909 
     197   -1.439019     1.787081    -1.485314 
     198   -1.224062     1.985455    -0.920862 
     199   -1.258631     1.300274    -1.388693 
     200   -0.939500     1.309587    -1.124179 
     201   -0.769759     1.641206    -1.435820 
     202   -0.520140     1.354862    -1.963565 
     203   -0.908579     1.174597    -1.423674 
     204   -0.275283     1.594155    -1.680802 
     205   -0.719130     1.694241    -1.052189 
     206   -1.081467     1.338749    -1.341844 
     207   -0.086384     0.942157    -1.706985 
     208   -0.338699     1.026978    -1.926938 
     209   -0.624260     1.604643    -1.641027 
     210   -0.564464     1.025848    -1.341459 
     211   -0.463905     1.261290    -0.239500 
     212   -0.562880     1.485939    -1.363661 
     213   -0.677327     0.120097    -0.984419 
     214   -0.877460     1.586898    -1.489336 
     215   -0.891085     1.708213    -1.548685 
     216   -1.369470     1.884870    -1.160002 
     217   -1.532444     1.953747    -1.210589 
     218   -1.141657     1.925854    -1.616612 
     219   -1.461258     2.028702    -1.538979 
     220   -0.935362     2.052372    -1.374708 
     221   -1.817804     1.770425    -0.980109 
     222   -1.088829     2.004361    -1.380903 
     223   -1.099010     2.187654    -1.912781 
     224   -0.654679     1.845953    -1.228629 
     225   -1.008907     1.929800    -0.998653 
     226   -0.822687     1.998667    -1.727648 
     227   -1.379805     1.805904    -0.785809 
     228   -1.307208     2.255589    -1.632251 
     229   -1.186359     2.043229    -1.306404 
     230   -0.530619     1.807479    -1.718523 
     231   -0.363038     2.625844    -1.576186 
     232    0.037518     2.281268    -1.681417 
     233   -0.516530     2.785638    -1.226363 
     234   -0.448707     2.775326    -1.856370 
     235   -0.514441     2.436096    -1.745916 
     236   -0.935148     2.778931    -1.283663 
     237   -0.434061     2.747100    -1.671446 
     238   -0.538555     2.121765    -1.706487 
     239   -0.847370     2.599647    -1.329717 
     240   -0.674924     2.716155    -1.590431 
     241    0.130223     1.879102    -1.603718 
     242   -0.438278     2.158651    -1.702224 
     243   -0.715814     2.247239    -1.382157 
     244   -0.871522     0.899695    -1.390250 
     245   -0.453229     2.243812    -1.596084 
     246   -0.574217     2.920427    -1.528884 
     247   -0.738960     2.785572    -1.713143 
     248   -0.859012     2.542014    -1.160493 
     249   -0.522845     3.001877    -1.889377 
     250   -0.767350     0.544727    -0.462040 
     251   -0.798577     2.650898    -1.186969 
     252   -0.578758     2.856299    -1.632802 
     253   -0.659187     2.800785    -1.513833 
     254   -0.555814     2.728244    -0.899323 
     255   -1.064410     2.891865    -1.373616 
     256   -0.871423     2.649229    -1.360349 
     257   -1.261497     2.532910    -0.956007 
     258   -1.091761     2.647624    -0.760272 
     259   -1.377942     2.565495    -1.505398 
     260   -0.678102     2.755750    -1.669497 
     261   -0.776373     2.302307    -1.019926 
     262   -0.924016     2.682115    -1.085644 
     263   -0.640120     1.856782    -1.162502 
     264   -0.733374     2.161626     1.659727 
     265   -1.085031     2.650954     1.736365 
