       1     7.536531 
       2     6.826721 
       3     3.148745 
       4     2.347823 
       5     1.746393 
       6     1.557347 
       7     1.381548 
       8     1.184731 
       9     1.126989 
      10     0.886929 
      11     0.760373 
      12     0.632622 
      13     0.466587 
      14     0.430406 
      15     0.363866 
      16     0.316603 
      17     0.291752 
      18     0.224985 
      19     0.188158 
      20     0.171603 
      21     0.158799 
      22     0.154922 
      23     0.152050 
      24     0.131749 
      25     0.117014 
      26     0.111697 
      27     0.102569 
      28     0.095567 
      29     0.078975 
      30     0.071984 
      31     0.065142 
      32     0.058575 
      33     0.051350 
      34     0.048899 
      35     0.041513 
      36     0.034780 
      37     0.031517 
      38     0.029214 
      39     0.016188 
      40     0.015599 
      41     0.015066 
      42     0.004925 
